ADDRESSNUM,ADDRESSSTR,ASSETTYPE,SIDE,WARD,Lon,Lat
130,St George St,Post & Ring,West,20,-79.39896584,43.66482931854452
909,Pape Ave,Post & Ring,East,29,-79.34703827,43.685035936953966
500,Queen St W,Post & Ring,North,20,-79.40119743,43.64781447905429
73,Bellwoods Ave,Post & Ring,East,19,-79.41154003,43.64812501201223
251,Gerrard St E,Post & Ring,South,28,-79.36905384,43.66184896505385
907,Queen St W,Post & Ring,South,19,-79.41239834,43.645423321504836
214-218,King St W,Post & Ring,North,20,-79.38673496,43.64728656934139
20,Palace St,Post & Ring,West,28,-79.35626507,43.65386958215518
30,Lake Shore Blvd W,Post & Ring,North,28,-79.37802315,43.642938901152945
230,College St,Post & Ring,East,20,-79.39819336,43.658682177350954
915,King St W,Post & Ring,North,19,-79.41295624,43.641323972826626
30,Lake Shore Blvd W,Post & Ring,North,28,-79.37772274,43.64343579344302
1273,Queen St W,Post & Ring,South,14,-79.43166733,43.641541369552925
80,Hayden St,Post & Ring,North,27,-79.38145638,43.67047916588629
9,Inkerman St,Post & Ring,South,27,-79.38750744,43.666567789752264
1266,Yonge St,Post & Ring,West,22,-79.39227104,43.68348421056032
535A,Mount Pleasant Rd,Post & Ring,North,22,-79.38763618,43.70256766
16,Orde St,Post & Ring,North,20,-79.39171314,43.658340651052185
518,Mount Pleasant Rd,Post & Ring,West,22,-79.38776493,43.702071252855234
75,Prince Arthur Ave,Post & Ring,South,20,-79.40003872,43.668709765397324
475,Dupont St,Post & Ring,South,20,-79.41514492,43.67290036623746
150,John St,Post & Ring,North,20,-79.3910265,43.649118706689165
83,Navy Wharf Crt,Post & Ring,South,20,-79.39098358,43.64182087847368
1282,Bloor St W,Post & Ring,North,18,-79.44149494,43.65865112958588
1476,Danforth Ave,Post & Ring,North,29,-79.325881,43.68295661444307
293-299,Spadina Ave,Post & Ring,East,20,-79.39797878,43.653248574034734
190,University Ave,Post & Ring,West,20,-79.38630581,43.64964660029969
35C,Bathurst St,Post & Ring,East,20,-79.40179825,43.64213144241606
176,Elm St,Post & Ring,North,20,-79.38965321,43.656291452465126
575,Bay St,Rack,South,27,-79.38334465,43.65570151869579
468,College St,Post & Ring,North,19,-79.40862179,43.656384599372586
158,Eastern Ave,Post & Ring,North,28,-79.35609341,43.65467688311125
51,Dockside Dr,Post & Ring,South,28,-79.36527729,43.64427428986312
443,Spadina Rd,Post & Ring,South,22,-79.41261292,43.68944262104756
432,Richmond St W,Post & Ring,North,20,-79.39651966,43.64793869243013
1394,Queen St W,Post & Ring,North,14,-79.43377018,43.64123080256027
15,Lower Simcoe St,Post & Ring,East,20,-79.38334465,43.64110658
593,St Clair Ave W,Post & Ring,South,21,-79.42201138,43.68227383610957
356,Spadina Ave,Post & Ring,West,20,-79.39888,43.65458373355483
135,Liberty St,Post & Ring,East,14,-79.42415714,43.63796975221149
197,Sorauren Ave,Post & Ring,North,14,-79.44308281,43.64567175788898
486,Spadina Ave,Post & Ring,West,20,-79.40046787,43.65852693836504
772,Queen St E,Post & Ring,North,30,-79.34759617,43.65942731889632
11,Curity Ave,Post & Ring,West,31,-79.31446552,43.70926869316915
15,Charles St E,Post & Ring,South,27,-79.38514709,43.66877185050802
2,Eastern Ave,Post & Ring,North,28,-79.36089993,43.65225494768481
441,Queens Quay W,Post & Ring,South,20,-79.39235687,43.63744175598325
934,King St W,Post & Ring,North,19,-79.41119671,43.64225566754348
197,Roncesvalles Ave,Post & Ring,East,14,-79.44853306,43.645236993542454
107,St George St,Post & Ring,East,20,-79.39875126,43.66541916263321
33,Freeland St,Post & Ring,East,28,-79.37347412,43.64359107144085
201,King St E,Post & Ring,West,28,-79.36961174,43.65113709839065
15,Market St,Post & Ring,East,28,-79.37175751,43.648342384127545
66A,Roncesvalles Ave,Post & Ring,West,14,-79.44685936,43.64042332086612
1618,Bloor St W,Post & Ring,North,14,-79.45557117,43.655732567986064
946,Yonge St,Post & Ring,West,27,-79.38866615,43.674669643184586
699,Queen St W,Post & Ring,South,19,-79.4055748,43.64678970890273
14,Duncan St,Post & Ring,North,20,-79.38862324,43.64753499801955
179,First Ave,Post & Ring,South,30,-79.34575081,43.66591586894947
475,Front St E,Post & Ring,South,28,-79.35459137,43.65331067513577
16,York St,Post & Ring,South,20,-79.3817997,43.642752565484614
273,Spadina Ave,Post & Ring,East,20,-79.39767838,43.65256545768514
280,Bay St,Post & Ring,West,28,-79.38046932,43.648994495753556
389,Front St W,Post & Ring,South,20,-79.39291477,43.64284573
456,Bloor St W,Post & Ring,North,20,-79.40913677,43.66563647
2090,Danforth Ave,Post & Ring,North,31,-79.31227684,43.685873852517204
970,Gerrard St E,Post & Ring,North,30,-79.33974266,43.66833725338455
1062,Gerrard St E,Post & Ring,North,30,-79.33583736,43.669237486791275
19,Orde St,Post & Ring,West,20,-79.39141273,43.65824751
170,Spadina Ave,Post & Ring,West,20,-79.39669132,43.64914975938294
55,Eastern Ave,Post & Ring,West,28,-79.35849667,43.653372776172574
179,College St,Post & Ring,South,20,-79.39407349,43.65899265411866
2072,Dundas St W,Post & Ring,East,14,-79.44806099,43.652192845492095
2426,Danforth Ave,Post & Ring,North,31,-79.30468082,43.687642746936774
811,Gerrard St E,Post & Ring,South,30,-79.34497833,43.66706449
1388,Danforth Ave,Post & Ring,North,29,-79.32789803,43.68252212003901
700,Yonge St,Post & Ring,South,27,-79.38613415,43.66787161011749
20,Grosvenor St,Post & Ring,North,27,-79.38497543,43.66290452383666
20,St George St,Post & Ring,West,20,-79.39669132,43.659303129280914
1148,Yonge St,Post & Ring,West,27,-79.39089775,43.680070271209246
74,Spruce St,Post & Ring,North,28,-79.36356068,43.66411528899857
8,Queen St W,Post & Ring,North,27,-79.37991142,43.65237915
1572,Bayview Ave,Post & Ring,West,22,-79.37523365,43.70560803410356
22,The Esplanade,Post & Ring,North,28,-79.37497616,43.64651022309985
38,Shirley St,Post & Ring,North,18,-79.43660259,43.648342384127545
71,Grenville St,Post & Ring,South,27,-79.38707829,43.66129013230233
149,Sherbourne St,Post & Ring,East,28,-79.36969757,43.655422074361155
2200A,Yonge St,Post & Ring,West,22,-79.39832211,43.706197477358586
140,St George St,Post & Ring,South,20,-79.39930916,43.665294985411975
367,King St W,Post & Ring,South,20,-79.39274311,43.645858084502805
466,Eglinton Ave W,Post & Ring,North,16,-79.41235542,43.70387069395068
107,Front St E,Post & Ring,South,28,-79.37111378,43.64942923290431
115,Cumberland St,Post & Ring,South,27,-79.39128399,43.670199790329576
55,Bloor St W,Post & Ring,East,27,-79.38909531,43.66917540216221
185,King St E,Post & Ring,West,28,-79.37064171,43.65039185396881
408,Queen St W,Post & Ring,West,20,-79.39754963,43.648746073111795
401,Front St E,Post & Ring,West,28,-79.3580246,43.65231704981329
287,Augusta Ave,Rack,North,20,-79.40244198,43.656167256363744
1246,Shaw St,Post & Ring,West,21,-79.42831993,43.67454548510065
911,Dundas St W,Post & Ring,South,19,-79.41257,43.650888684610834
311,Sherbourne St,Post & Ring,North,28,-79.37184334,43.66138327145546
82,Queens Quay W,Post & Ring,North,28,-79.37828064,43.64076494906118
2260,Queen St E,Post & Ring,North,32,-79.28584099,43.67305556805678
467,College St,Post & Ring,South,19,-79.40857887,43.656167256363744
609,Bloor St W,Post & Ring,South,19,-79.41329956,43.66461200610351
663,Gerrard St E,Post & Ring,South,30,-79.3499136,43.665946912957736
519,Bloor St W,Post & Ring,South,20,-79.40900803,43.66551229538058
219,Fort York Blvd,Post & Ring,South,19,-79.40578938,43.637317520902315
504,Church St,Post & Ring,West,27,-79.38038349,43.66414633393802
20,St George St,Post & Ring,West,20,-79.39669132,43.659334176708825
550,Eglinton Ave W,Rack,North,16,-79.41548824,43.703250203122394
6,Crescent Rd,Post & Ring,North,27,-79.38896656,43.67712171270642
1,Christie St,Post & Ring,North,20,-79.41827774,43.66364961297995
207,Eastern Ave,Post & Ring,South,28,-79.35381889,43.65495633091365
40,Dundas St W,Post & Ring,South,27,-79.3823576,43.65669509
147,Baldwin St,Post & Ring,South,20,-79.39948082,43.654987380589205
314,Roncesvalles Ave,Post & Ring,West,14,-79.45046425,43.64980186224332
120,Tecumseth St,Post & Ring,North,19,-79.40596104,43.64470906117714
654,Queen St W,Post & Ring,North,19,-79.40673351,43.646696547112924
2074,Danforth Ave,Post & Ring,North,31,-79.31309223,43.68568765007018
435,Mount Pleasant Rd,Post & Ring,East,22,-79.38647747,43.69996149451288
124,Chestnut St,Post & Ring,West,27,-79.38596249,43.65489423151439
480,Dundas St E,Post & Ring,West,28,-79.36467648,43.659893027666214
1618,Queen St W,Post & Ring,North,14,-79.44205284,43.63958477069707
110,Charles St E,Post & Ring,West,27,-79.38008308,43.670261873898994
706,College St,Post & Ring,North,19,-79.41750526,43.65529788
8,Gloucester St,Post & Ring,North,27,-79.38446045,43.66678509511314
15,Breadalbane St,Rack,South,27,-79.38484669,43.663680658160246
165,Jameson Ave,Post & Ring,East,14,-79.43625927,43.63800081066864
1290A,Queen St W,Post & Ring,North,14,-79.43033695,43.64194510424329
702,King St W,Post & Ring,North,19,-79.40338612,43.64387057082547
2458,Danforth Ave,Post & Ring,North,31,-79.30403709,43.687766877919756
1319,Bay St,Post & Ring,East,27,-79.39055443,43.67249683962879
475,Front St E,Post & Ring,South,28,-79.35566425,43.653155422262785
6,Larch St,Post & Ring,West,20,-79.39664841,43.65213074323515
475,Front St E,Post & Ring,South,28,-79.35502052,43.65331067513577
502,Spadina Ave,Post & Ring,West,20,-79.40046787,43.658557986194324
140,Charles St W,Post & Ring,North,27,-79.39265728,43.66749909290297
1419,Dufferin St,Post & Ring,East,17,-79.4399929,43.67091374750086
22,Russell St,Post & Ring,North,20,-79.39892292,43.66007931016276
320,St George St,Post & Ring,West,20,-79.40347195,43.67501107659092
125,Earl Pl,Post & Ring,South,27,-79.37823772,43.66802682494122
1150,Victoria Park Ave,Post & Ring,West,31,-79.29588318,43.70827599415932
58,Atlantic Ave,Post & Ring,West,14,-79.42050934,43.63806292753483
423,Parliament St,Post & Ring,East,28,-79.36720848,43.66265615873391
121,Carlton St,Post & Ring,South,27,-79.3742466,43.66284243
792A,Gerrard St E,Post & Ring,West,30,-79.34527874,43.667250746808946
1953,Queen St E,Post & Ring,South,32,-79.30232048,43.66945478248721
1122,College St,Post & Ring,North,18,-79.43312645,43.65250335581348
19,Church St,Post & Ring,East,28,-79.37351704,43.64812501201223
150,Gerrard St W,Post & Ring,North,27,-79.38793659,43.65796807469255
44,Charles St W,Post & Ring,East,27,-79.38905239,43.66895810545478
1025,Coxwell Ave,Post & Ring,East,31,-79.32914257,43.69723110880571
562,College St,Post & Ring,North,19,-79.41226959,43.65560837072874
522,University Ave,Post & Ring,East,20,-79.38956738,43.655732567986064
151,Yonge St,Post & Ring,East,28,-79.37866688,43.651292356481264
711,Bay St,Post & Ring,East,27,-79.38480377,43.658682177350954
159,King St E,Post & Ring,South,28,-79.37214375,43.65032974984956
2092,Yonge St,Post & Ring,West,22,-79.39750671,43.70228843
71,Regent Park Blvd,Post & Ring,East,28,-79.36141491,43.660141404199805
620,King St W,Post & Ring,North,20,-79.40068245,43.644398510559625
358,Bloor St W,Post & Ring,North,20,-79.40497398,43.666505702361775
70,Peter St,Post & Ring,North,20,-79.3927002,43.64601335623951
1,Snooker St,Post & Ring,South,19,-79.42025185,43.63955371305863
789,King St W,Post & Ring,South,19,-79.40681934,43.64300101291397
66,Isabella St,Post & Ring,North,27,-79.38278675,43.668213082199884
2337,Dundas St W,Post & Ring,West,14,-79.45248127,43.65610515821675
804,Bloor St W,Post & Ring,North,19,-79.42252636,43.66271825010594
889,Queen St E,Post & Ring,East,30,-79.34227467,43.660265592081316
154,Bathurst St,Post & Ring,West,19,-79.40368652,43.64607546482182
51,Salisbury Ave,Post & Ring,South,28,-79.3644619,43.66749909290297
248,Bloor St W,Post & Ring,North,20,-79.39806461,43.66796474
205,College St,Post & Ring,South,20,-79.39557552,43.658589034007576
85,Grenville St,Post & Ring,South,27,-79.38742161,43.661196993004666
112,Elizabeth St,Post & Ring,West,27,-79.38501835,43.65486318179069
917,Bay St,Post & Ring,East,27,-79.38677788,43.663804838720864
121,St George St,Post & Ring,East,20,-79.39918041,43.66631943980508
73,Queen's Park Cres E,Post & Ring,North,20,-79.39347267,43.665946912957736
108,Gladstone Ave,Post & Ring,West,18,-79.42862034,43.64626179018342
1006,Dufferin St,Post & Ring,West,18,-79.43565845,43.66042082657194
1278,Bay St,Post & Ring,West,27,-79.39038277,43.671596655108914
20,Northcote Ave,Shelter,West,18,-79.42621708,43.643187347811704
394,Adelaide St W,Post & Ring,North,20,-79.39604759,43.646696547112924
1034,Kingston Rd,Post & Ring,North,32,-79.28468227,43.68084618357483
30,Bond St,Post & Ring,North,27,-79.37742233,43.65287596608002
89,Regal Rd,Post & Ring,South,17,-79.43973541,43.67432821
522,University Ave,Post & Ring,East,20,-79.38956738,43.65570151869579
1629A,Dundas St W,Post & Ring,South,18,-79.43617344,43.649863966908384
129A,Yonge St,Post & Ring,East,28,-79.37849522,43.65085763281613
311X,Queens Quay W,Post & Ring,South,20,-79.38785076,43.63846668559981
2,Howland Rd,Post & Ring,West,30,-79.34729576,43.66718866012488
1386,Bloor St W,Post & Ring,North,18,-79.44647312,43.657626544331976
277,St George St,Post & Ring,East,20,-79.40274239,43.67392469082776
1349,Woodbine Ave,Post & Ring,East,31,-79.31738377,43.69661054925959
1751,Lake Shore Blvd W,Post & Ring,South,13,-79.45518494,43.63790763524895
111,Queens Quay W,Post & Ring,South,28,-79.37982559,43.63995746110595
1,Dundas St W,Post & Ring,South,27,-79.38201427,43.65601201087577
1751,Lake Shore Blvd W,Post & Ring,South,13,-79.45548534,43.63793869373822
400,Carlaw Ave,Post & Ring,West,30,-79.34231758,43.66631943980508
1229A,Bloor St W,Post & Ring,South,18,-79.44059372,43.65871322509997
2135,Danforth Ave,Post & Ring,South,32,-79.31141853,43.685904886202195
886,Bathurst St,Post & Ring,West,20,-79.41218376,43.66737491998441
112,Merton St,Post & Ring,North,22,-79.39291477,43.69685877
495,Front St E,Post & Ring,South,28,-79.35394764,43.653434877145145
617,College St,Post & Ring,South,19,-79.41471577,43.65495633091365
245,Queens Quay W,Post & Ring,East,20,-79.38527584,43.63880832492029
320,Huron St,Post & Ring,West,20,-79.39986706,43.66287347825502
310-316,Spadina Ave,Post & Ring,West,20,-79.39840794,43.653372776172574
98,Elizabeth St,Post & Ring,West,27,-79.38493252,43.65458373355483
350A,Donlands Ave,Post & Ring,West,29,-79.3426609,43.693321476446926
163,Dalhousie St,Post & Ring,East,27,-79.37690735,43.65768864090566
14,Queen St W,Post & Ring,North,27,-79.38034058,43.65225494768481
816A,St Clair Ave W,Post & Ring,North,21,-79.43059444,43.680784110954846
2575,Danforth Ave,Post & Ring,South,32,-79.30060387,43.68832546416428
163,Queen St E,Post & Ring,West,28,-79.37205791,43.65380748163213
390,Queen St W,Post & Ring,North,20,-79.39669132,43.648746073111795
45,Mutual St,Post & Ring,East,27,-79.37463284,43.65458373355483
235,Queens Quay W,Post & Ring,South,20,-79.3829155,43.63936736689098
20,King St W,Post & Ring,North,28,-79.37913895,43.64896344297955
520,Parliament St,Post & Ring,West,28,-79.36875343,43.66600900092618
1012,Gerrard St E,Post & Ring,North,30,-79.33841228,43.66864768022239
180,Danforth Ave,Post & Ring,North,29,-79.35695171,43.676656137592175
993,Queen St E,Post & Ring,South,30,-79.33802605,43.661414317807754
328A,Dupont St,Post & Ring,North,20,-79.40900803,43.67451444553953
46,Charlotte St,Post & Ring,South,20,-79.39424515,43.64694497823129
157,Jameson Ave,Post & Ring,East,14,-79.43608761,43.637534932125334
245,Dupont St,Post & Ring,South,20,-79.40660477,43.67482484042827
158,Cumberland St,Post & Ring,North,27,-79.39347267,43.669827287564345
160,Yonge St,Post & Ring,West,28,-79.37913895,43.651882333565254
742,Broadview Ave,Post & Ring,West,30,-79.358325,43.67556978
253,Coxwell Ave,Post & Ring,South,32,-79.31892872,43.672869325825445
553,Richmond St W,Post & Ring,South,20,-79.40235615,43.64666549315089
266,Adelaide St W,Post & Ring,North,20,-79.38978195,43.6480008
711,Bay St,Post & Ring,North,27,-79.38450336,43.65865112958588
1366,St Clair Ave W,Post & Ring,North,17,-79.4494772,43.676625099122816
27,College St,Post & Ring,South,27,-79.3845892,43.66097966741495
2046,Danforth Ave,Post & Ring,North,31,-79.31395054,43.68550144704517
312,Adelaide St W,Post & Ring,North,20,-79.39179897,43.647597105028524
341,Queen St W,Post & Ring,South,20,-79.39248562,43.649491337954686
47,Woodmount Ave,Post & Ring,North,31,-79.31609631,43.68677382286313
127,Grenadier Rd,Post & Ring,West,14,-79.4500351,43.64865291435626
218,Carlton St,Post & Ring,North,28,-79.36969757,43.663960064060404
230,Front St W,Post & Ring,North,20,-79.3865633,43.644553786069054
17,Park Rd,Post & Ring,East,27,-79.38441753,43.67150353180173
173,King St W,Post & Ring,South,20,-79.38523293,43.64747289094632
394,Spadina Rd,Post & Ring,West,21,-79.41261292,43.68798410652187
26,Lombard St,Post & Ring,North,28,-79.37639236,43.65160287145844
292A,Bremner Blvd,Post & Ring,North,20,-79.38630581,43.64194510424329
263,Mc Caul St,Post & Ring,East,20,-79.39325809,43.65880636825071
249,Queens Quay W,Post & Ring,South,20,-79.38561916,43.638901498943284
471,Front St E,Post & Ring,West,28,-79.35583591,43.652844915312784
585,Yonge St,Post & Ring,South,27,-79.38450336,43.66585378
200,Elizabeth St,Post & Ring,West,27,-79.38686371,43.65905474927956
337,Ontario St,Post & Ring,East,28,-79.36905384,43.66032768592572
783,Bathurst St,Rack,East,20,-79.41081047,43.664518871959416
26,St Clair Ave E,Rack,West,22,-79.39278603,43.68860476
173,King St E,Post & Ring,South,28,-79.37111378,43.65054711398591
45,Market St,Post & Ring,East,28,-79.372015,43.64890133738331
333,Harbord St,Post & Ring,South,19,-79.41879272,43.65958255555432
7,Oak St,Post & Ring,South,28,-79.36574936,43.66082443436923
248,Dupont St,Post & Ring,North,20,-79.40626144,43.67510419445546
11,Noble St,Post & Ring,West,14,-79.42995071,43.642504117027784
1,Queen St E,Post & Ring,South,28,-79.37879562,43.65244125387767
14,Brant St,Post & Ring,West,20,-79.39789295,43.64548543069719
390,Front St E,Post & Ring,West,28,-79.35823917,43.65281386452949
1,Gore Vale Ave,Post & Ring,North,19,-79.41132545,43.64576492126815
88,Eglinton Ave W,Post & Ring,North,16,-79.40093994,43.706290546816405
12,Wellesley St W,Post & Ring,North,27,-79.38527584,43.66482931854452
250,Dundas St W,Post & Ring,North,20,-79.39012527,43.65455268367057
2021A,Yonge St,Post & Ring,East,22,-79.39707756,43.70129561503572
50,Lynn Williams St,Post & Ring,North,19,-79.41523075,43.63911890443504
1972,Queen St E,Post & Ring,North,32,-79.30137634,43.66979624556288
120,Bayview Ave,Post & Ring,East,28,-79.35317516,43.653155422262785
101,Richmond St E,Post & Ring,South,28,-79.37386036,43.652720712083266
44,Charles St W,Post & Ring,East,27,-79.38900948,43.66886497805365
751,Pape Ave,Post & Ring,East,29,-79.34523582,43.68019441786208
169,Spadina Rd,Post & Ring,East,20,-79.40626144,43.67302452772503
787,King St W,Post & Ring,South,19,-79.40673351,43.643032068770395
565,Danforth Ave,Post & Ring,South,30,-79.34695244,43.67842530380847
329,St George St,Post & Ring,South,20,-79.40321445,43.67556978
510,Mount Pleasant Rd,Post & Ring,West,22,-79.38763618,43.70172997345094
550,Jarvis St,Post & Ring,West,27,-79.37965393,43.66917540216221
324,College St,Post & Ring,North,20,-79.40257072,43.657564447694085
35,Britain St,Post & Ring,South,28,-79.37042713,43.65374538104487
101,Niagara St,Post & Ring,South,19,-79.40381527,43.64144819962368
795,College St,Post & Ring,South,19,-79.420681,43.65473898273527
71,Spadina Ave,Post & Ring,East,20,-79.39488888,43.64567175788898
348,Bloor St W,Post & Ring,North,20,-79.40450191,43.66659883342339
119,Jefferson Ave,Post & Ring,East,14,-79.42188263,43.639243135791446
1,King St E,Post & Ring,East,28,-79.37772274,43.64896344297955
657,University Ave,Post & Ring,East,27,-79.39003944,43.65893055889356
100,Strathcona Ave,Post & Ring,North,30,-79.34038639,43.676625099122816
2234,Queen St E,Post & Ring,East,32,-79.28751469,43.67280724495319
123,Queen St E,Post & Ring,South,28,-79.37403202,43.65346592760736
276,Coxwell Ave,Post & Ring,West,30,-79.31952953,43.67327284992956
800A,St Clair Ave W,Post & Ring,North,21,-79.42999363,43.68090825613058
1110,Bloor St W,Post & Ring,North,18,-79.43484306,43.66001721606145
2264,Dundas St W,Post & Ring,East,14,-79.45196629,43.65480108229508
25,St Mary St,Post & Ring,West,27,-79.38677788,43.66771639489241
829,Queen St W,Post & Ring,South,19,-79.40952301,43.64601335623951
20,Grosvenor St,Post & Ring,North,27,-79.38497543,43.66290452383666
10,Bay St,Post & Ring,West,28,-79.37720776,43.64147925628282
474,King St W,Rack,North,20,-79.39596176,43.64533015759588
467,Danforth Ave,Post & Ring,South,30,-79.35008526,43.67780454967291
42,The Esplanade,Post & Ring,North,28,-79.37446117,43.646758654988844
1,Front St W,Rack,South,28,-79.37772274,43.646168627574866
414,Bloor St W,Post & Ring,North,20,-79.40802097,43.66585378
410,Queens Quay W,Post & Ring,North,20,-79.39141273,43.63787657674362
2290,Yonge St,Post & Ring,West,16,-79.39849377,43.706942028974964
333,Harbord St,Post & Ring,South,19,-79.41862106,43.65961360283774
249,Queen St W,Post & Ring,South,20,-79.38888073,43.65023659355032
1698A,Eglinton Ave W,Post & Ring,North,15,-79.4461298,43.696641577389414
50,Holly St,Post & Ring,West,22,-79.39643383,43.70573212790205
88,University Ave,Post & Ring,West,20,-79.38454628,43.646913924397666
1249,Bloor St W,Post & Ring,East,18,-79.44145203,43.658464842658304
750,Spadina Ave,Post & Ring,West,20,-79.40381527,43.66647465864247
842,Dundas St W,Post & Ring,North,19,-79.41008091,43.651540768591445
1111,College St,Post & Ring,East,18,-79.43235397,43.65234810085349
1048,Gerrard St E,Post & Ring,North,30,-79.33630943,43.66911331746894
250,Davisville Ave,Post & Ring,North,22,-79.38643456,43.70048894105858
1819,Yonge St,Post & Ring,East,22,-79.39617634,43.69673466
407,Queen St W,Post & Ring,South,20,-79.3946743,43.648994495753556
25,Dockside Dr,Post & Ring,South,28,-79.36652184,43.64402584769948
95,Regal Rd,Post & Ring,South,17,-79.44033623,43.67417300930754
1601A,Dundas St W,Post & Ring,South,18,-79.43501472,43.64977080988672
460,Spadina Ave,Post & Ring,West,20,-79.40003872,43.65747130261681
89,Chestnut St,Post & Ring,East,27,-79.3854475,43.65418008380726
70,Alexander St,Post & Ring,West,27,-79.38025475,43.66386692890484
54,Wellington St E,Post & Ring,North,28,-79.37446117,43.64855975545623
65,Adelaide St E,Post & Ring,South,28,-79.37527657,43.65101289162919
12,Lippincott St,Post & Ring,East,20,-79.40656185,43.65393168261403
239,College St,Post & Ring,South,20,-79.39832211,43.658154363161344
29,Woodward Ave,Post & Ring,West,32,-79.31965828,43.66464305078611
749,Queen St W,Post & Ring,East,19,-79.4072485,43.646448114967086
44,St George St,Post & Ring,South,20,-79.39763546,43.660172451194256
1366,Queen St W,Post & Ring,North,14,-79.43282604,43.641417142948484
238,Queen St W,Post & Ring,West,20,-79.39029694,43.65008133273048
565,Bloor St W,Post & Ring,South,20,-79.41085339,43.665139763524195
546B,St Clair Ave W,Post & Ring,North,21,-79.420681,43.68273936763441
146,Front St W,Post & Ring,North,20,-79.3837738,43.645112774579786
230,Sackville St,Post & Ring,West,28,-79.36304569,43.659768839014106
21,Widmer St,Rack,East,20,-79.3913269,43.64722446201131
174,Davenport Rd,Post & Ring,North,27,-79.39493179,43.67513523371156
500,University Ave,Post & Ring,West,20,-79.38888073,43.655577321374295
1206,Yonge St,Post & Ring,West,22,-79.39154148,43.681622085906014
581,Mount Pleasant Rd,Post & Ring,East,22,-79.38810825,43.70356044933931
30,Adelaide St E,Post & Ring,East,28,-79.3773365,43.65116815004089
2161,Queen St E,Post & Ring,South,32,-79.29880142,43.670199790329576
971,College St,Post & Ring,South,18,-79.42733288,43.65334172566219
113,Maitland St,Post & Ring,South,27,-79.37918186,43.66482931854452
4,Shaw St,Post & Ring,West,19,-79.41497326,43.64107551846192
20,St George St,Post & Ring,West,20,-79.39664841,43.659209986900805
150,Gerrard St W,Post & Ring,North,27,-79.38802242,43.65796807469255
247,King St E,Post & Ring,West,28,-79.36823845,43.65107499504202
522,University Ave,Post & Ring,West,20,-79.38913822,43.656074109119146
384,College St,Post & Ring,North,20,-79.40536022,43.65700557506315
256,Roncesvalles Ave,Post & Ring,North,14,-79.4489193,43.64638600677006
341,Queen St W,Post & Ring,South,20,-79.39235687,43.64964660029969
2726,Danforth Ave,Post & Ring,North,31,-79.29811478,43.689070237731755
165,Bathurst St,Post & Ring,East,20,-79.40364361,43.64672760105893
1050A,Eglinton Ave W,Post & Ring,North,21,-79.43037987,43.70002354728848
1133,Queen St E,Post & Ring,South,30,-79.33463573,43.662190471396826
107,Richmond St E,Post & Ring,South,28,-79.37373161,43.652720712083266
91,Bellevue Ave,Post & Ring,East,20,-79.40407276,43.65622935444654
2190,Yonge St,Post & Ring,West,22,-79.39810753,43.705173703785704
2480,Dundas St W,Post & Ring,East,14,-79.45351124,43.65983093337226
1114,Queen St W,Post & Ring,North,18,-79.42321301,43.64337368213151
400,Richmond St W,Post & Ring,North,20,-79.3952322,43.64803185229343
55,Halton St,Post & Ring,East,19,-79.42020893,43.64818711841116
20,Bloor St E,Other,North,27,-79.38549042,43.67057229
666,St Clair Ave W,Post & Ring,North,21,-79.42505836,43.68193244402883
2238,Dundas St W,Post & Ring,East,14,-79.45179462,43.65424218394503
640,Dundas St E,Post & Ring,North,28,-79.36115742,43.66066920092214
1058,Bloor St W,Post & Ring,North,18,-79.4326973,43.660513967073655
82,Queens Quay W,Post & Ring,North,28,-79.37823772,43.64076494906118
1100,Bloor St W,Post & Ring,North,18,-79.43428516,43.660141404199805
2340,Dundas St W,Post & Ring,East,14,-79.45235252,43.65647774613555
40,Elm St,Post & Ring,North,27,-79.38368797,43.65750235099193
878,Yonge St,Post & Ring,West,27,-79.38780785,43.67255892
44,St George St,Post & Ring,South,20,-79.39754963,43.66020349817268
640,Queen St W,Post & Ring,North,19,-79.40617561,43.64682076280056
467,Jarvis St,Post & Ring,East,27,-79.37750816,43.66461200610351
3,Charles St W,Post & Ring,West,27,-79.38630581,43.66889602053675
197,Queen St E,Post & Ring,South,28,-79.37094212,43.65411798360526
620,University Ave,Rack,West,20,-79.39029694,43.65889951125692
1,Toronto St,Post & Ring,North,28,-79.37574863,43.64967765272053
20,St George St,Post & Ring,West,20,-79.39664841,43.65917893940866
50,Wabash Ave,Post & Ring,North,14,-79.4427824,43.6480008
87,Cumberland St,Post & Ring,South,27,-79.39038277,43.670386040845216
898,Bloor St W,Post & Ring,North,19,-79.42591667,43.66197314940331
561,Bloor St W,Post & Ring,South,20,-79.41072464,43.665139763524195
275,Queens Quay W,Post & Ring,South,20,-79.38664913,43.63865303456086
110,Eglinton Ave W,Post & Ring,North,16,-79.40175533,43.70610441
603,King St W,Post & Ring,South,20,-79.40063953,43.644243234648854
361,University Ave,Post & Ring,East,27,-79.38690662,43.65222389659647
826,College St,Post & Ring,North,19,-79.42231178,43.65452163377026
2471,Dundas St W,Post & Ring,West,14,-79.45363998,43.65967569735642
750,Spadina Ave,Post & Ring,West,20,-79.40364361,43.66622631
427,Bloor St W,Post & Ring,South,20,-79.40591812,43.666164220566316
180,Richmond St W,Post & Ring,West,20,-79.38664913,43.65023659355032
590,King St W,Post & Ring,North,20,-79.39978123,43.64458484112279
283,Adelaide St W,Post & Ring,South,20,-79.38969612,43.64787658577433
